DATA_USCITA,ALTRO,DEGENZA CHIR GENERALE NO COVID,DEGENZA CHIR SPECIALISTICA NO COVID,DEGENZA COVID BASSA INTENSITA,DEGENZA MED GENERALE NO COVID,DEGENZA MED SPECIALISTICA NO COVID,DEGENZA ORDINARIA COVID,EMERGENZA-URGENZA,ORTOPEDIA,SOSPETTI COVID,SUB INTENSIVA COVID,SUB INTENSIVA NO COVID,TERAPIA INTENSIVA COVID,TERAPIA INTENSIVA NO COVID
2022-12-14,56.0,39.0,114.0,0.0,100.0,87.0,6.0,11.0,8.0,0.0,0.0,13.0,2.0,42.0
2022-12-15,54.0,44.0,87.0,0.0,84.0,69.0,2.0,13.0,4.0,0.0,0.0,17.0,1.0,39.0
2022-12-16,34.0,29.0,123.0,0.0,105.0,84.0,14.0,20.0,15.0,0.0,0.0,17.0,3.0,26.0
2022-12-17,45.0,17.0,82.0,0.0,43.0,45.0,7.0,10.0,16.0,0.0,0.0,5.0,0.0,15.0
2022-12-18,9.0,13.0,28.0,0.0,18.0,22.0,3.0,9.0,1.0,0.0,0.0,5.0,1.0,13.0
2022-12-19,40.0,26.0,89.0,0.0,92.0,69.0,9.0,6.0,20.0,0.0,0.0,16.0,2.0,32.0
2022-12-20,32.0,34.0,103.0,1.0,99.0,72.0,11.0,10.0,14.0,0.0,0.0,20.0,1.0,35.0
2022-12-21,55.0,35.0,112.0,0.0,89.0,79.0,10.0,14.0,10.0,0.0,0.0,15.0,0.0,44.0
2022-12-22,29.0,32.0,113.0,0.0,111.0,83.0,11.0,22.0,14.0,0.0,0.0,18.0,3.0,42.0
2022-12-23,36.0,39.0,140.0,0.0,111.0,109.0,7.0,14.0,12.0,0.0,0.0,15.0,1.0,26.0
2022-12-24,33.0,39.0,81.0,0.0,88.0,47.0,7.0,15.0,10.0,0.0,0.0,8.0,1.0,16.0
2022-12-25,22.0,9.0,32.0,0.0,16.0,33.0,4.0,10.0,1.0,0.0,0.0,5.0,2.0,11.0
2022-12-26,19.0,13.0,30.0,0.0,21.0,14.0,2.0,10.0,1.0,0.0,0.0,1.0,2.0,18.0
2022-12-27,32.0,12.0,55.0,0.0,63.0,54.0,6.0,17.0,8.0,0.0,0.0,9.0,0.0,30.0
2022-12-28,22.0,15.0,64.0,0.0,81.0,53.0,10.0,15.0,7.0,0.0,0.0,16.0,0.0,24.0
2022-12-29,25.0,17.0,65.0,0.0,95.0,62.0,10.0,13.0,10.0,0.0,0.0,16.0,2.0,25.0
2022-12-30,31.0,15.0,65.0,0.0,106.0,66.0,8.0,21.0,9.0,0.0,0.0,14.0,3.0,21.0
2022-12-31,30.0,26.0,65.0,0.0,69.0,56.0,6.0,11.0,2.0,1.0,0.0,6.0,0.0,16.0
2023-01-01,18.0,3.0,22.0,0.0,16.0,10.0,4.0,10.0,0.0,0.0,0.0,1.0,1.0,13.0
2023-01-02,33.0,11.0,45.0,0.0,63.0,44.0,9.0,9.0,5.0,0.0,0.0,11.0,3.0,20.0
2023-01-03,23.0,13.0,49.0,0.0,85.0,67.0,7.0,9.0,6.0,0.0,0.0,12.0,1.0,20.0
2023-01-04,24.0,20.0,70.0,0.0,83.0,53.0,10.0,9.0,10.0,0.0,0.0,17.0,1.0,32.0
2023-01-05,30.0,15.0,99.0,0.0,108.0,87.0,10.0,10.0,9.0,0.0,0.0,16.0,3.0,26.0
2023-01-06,21.0,6.0,52.0,0.0,16.0,21.0,2.0,8.0,0.0,0.0,0.0,6.0,1.0,14.0
2023-01-07,15.0,9.0,36.0,0.0,71.0,39.0,5.0,3.0,5.0,0.0,0.0,6.0,1.0,15.0
2023-01-08,17.0,6.0,28.0,0.0,18.0,16.0,1.0,7.0,0.0,0.0,0.0,2.0,2.0,12.0
2023-01-09,32.0,17.0,62.0,0.0,92.0,62.0,7.0,10.0,13.0,0.0,0.0,14.0,0.0,19.0
2023-01-10,34.0,29.0,87.0,0.0,85.0,60.0,7.0,11.0,10.0,0.0,0.0,12.0,1.0,43.0
2023-01-11,38.0,44.0,99.0,0.0,97.0,82.0,11.0,20.0,7.0,0.0,0.0,12.0,1.0,38.0
2023-01-12,42.0,38.0,112.0,0.0,102.0,66.0,9.0,13.0,6.0,0.0,0.0,14.0,1.0,39.0
2023-01-13,36.0,33.0,120.0,0.0,110.0,74.0,9.0,10.0,10.0,0.0,0.0,19.0,2.0,37.0
2023-01-14,27.0,32.0,80.0,0.0,68.0,56.0,4.0,11.0,4.0,0.0,0.0,9.0,0.0,16.0
2023-01-15,17.0,9.0,33.0,0.0,23.0,26.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,15.0
2023-01-16,33.0,21.0,96.0,0.0,77.0,58.0,8.0,13.0,9.0,0.0,0.0,16.0,0.0,36.0
2023-01-17,36.0,28.0,102.0,0.0,96.0,56.0,4.0,16.0,9.0,0.0,0.0,11.0,1.0,46.0
2023-01-18,29.0,37.0,101.0,0.0,93.0,96.0,4.0,8.0,11.0,0.0,0.0,18.0,1.0,39.0
2023-01-19,36.0,47.0,131.0,0.0,89.0,61.0,9.0,12.0,17.0,0.0,0.0,19.0,1.0,29.0
2023-01-20,48.0,44.0,114.0,0.0,94.0,81.0,6.0,10.0,5.0,0.0,0.0,14.0,1.0,35.0
2023-01-21,29.0,24.0,99.0,0.0,58.0,54.0,4.0,16.0,6.0,0.0,0.0,8.0,0.0,17.0
2023-01-22,18.0,18.0,49.0,0.0,21.0,25.0,1.0,10.0,0.0,0.0,0.0,3.0,0.0,14.0
2023-01-23,29.0,21.0,98.0,0.0,68.0,64.0,5.0,11.0,10.0,0.0,0.0,14.0,0.0,22.0
2023-01-24,22.0,26.0,117.0,0.0,81.0,70.0,7.0,13.0,11.0,0.0,0.0,15.0,1.0,34.0
2023-01-25,40.0,49.0,108.0,0.0,88.0,73.0,4.0,12.0,15.0,0.0,0.0,16.0,0.0,33.0
2023-01-26,42.0,38.0,122.0,0.0,95.0,64.0,9.0,9.0,18.0,0.0,0.0,17.0,0.0,38.0
2023-01-27,35.0,45.0,120.0,0.0,93.0,89.0,11.0,14.0,11.0,0.0,0.0,19.0,0.0,42.0
2023-01-28,26.0,25.0,95.0,0.0,53.0,48.0,6.0,13.0,4.0,0.0,0.0,8.0,0.0,16.0
2023-01-29,13.0,20.0,50.0,0.0,20.0,24.0,2.0,9.0,2.0,0.0,0.0,3.0,1.0,9.0
2023-01-30,24.0,32.0,96.0,0.0,79.0,65.0,9.0,8.0,18.0,0.0,0.0,19.0,0.0,33.0
2023-01-31,46.0,21.0,100.0,0.0,93.0,74.0,6.0,12.0,9.0,0.0,0.0,10.0,1.0,37.0
2023-02-01,34.0,26.0,106.0,0.0,65.0,81.0,4.0,9.0,6.0,0.0,0.0,12.0,2.0,36.0
2023-02-02,39.0,30.0,102.0,0.0,106.0,71.0,3.0,13.0,11.0,1.0,0.0,19.0,0.0,40.0
2023-02-03,37.0,38.0,111.0,0.0,104.0,79.0,6.0,8.0,12.0,0.0,0.0,18.0,0.0,46.0
2023-02-04,32.0,31.0,99.0,0.0,53.0,49.0,8.0,10.0,8.0,0.0,0.0,10.0,1.0,20.0
2023-02-05,20.0,23.0,38.0,0.0,14.0,30.0,2.0,8.0,0.0,0.0,0.0,4.0,1.0,16.0
2023-02-06,24.0,25.0,98.0,0.0,85.0,63.0,6.0,9.0,11.0,0.0,0.0,11.0,1.0,28.0
2023-02-07,31.0,35.0,86.0,0.0,80.0,62.0,3.0,10.0,14.0,0.0,0.0,16.0,1.0,30.0
2023-02-08,34.0,34.0,88.0,0.0,87.0,74.0,7.0,7.0,12.0,0.0,0.0,18.0,0.0,43.0
2023-02-09,30.0,32.0,115.0,0.0,95.0,60.0,4.0,13.0,11.0,0.0,0.0,17.0,1.0,34.0
2023-02-10,34.0,34.0,115.0,0.0,108.0,81.0,4.0,10.0,16.0,0.0,0.0,19.0,1.0,32.0
2023-02-11,34.0,27.0,81.0,0.0,75.0,50.0,3.0,11.0,9.0,0.0,0.0,10.0,0.0,17.0
2023-02-12,18.0,13.0,38.0,0.0,16.0,17.0,2.0,6.0,0.0,0.0,0.0,5.0,0.0,11.0
2023-02-13,22.0,28.0,68.0,0.0,66.0,60.0,1.0,11.0,13.0,0.0,0.0,15.0,0.0,28.0
